CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;EDAD_COCHE;COSTE_VENTA;km_anno;Mas_1_coche;Revisiones;Edad Cliente;Tiempo
CLI20403;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;SI;No;NO;9.36;2916;12982;0;9;37;0
CLI30806;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;7.93;1380;8613;0;6;44;0
CLI28597;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;NA;NO DATA;No;NO;1.52;1897;0;0;0;44;0
CLI14159;B;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia grave;NO;2.94;2464;18021;1;2;28;8
CLI39551;D;TIPO6;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Vizcaya;SI;NO;NO;NA;SI;Averia grave;NO;3.92;4670;9925;1;4;53;8
CLI33529;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cordoba;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;9.31;0;9406;1;7;48;3
CLI19605;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Gerona;NO;NO;NO;NA;NO DATA;Averia leve;SI;8.85;3505;14523;0;9;54;0
CLI49583;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Malaga;SI;NO;NO;NA;NO DATA;Averia leve;NO;1.93;5026;0;1;2;48;7
CLI33382;D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Cordoba;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;9.62;1162;10460;1;7;51;5
CLI47118;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Pontevedra;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;2.71;1903;15308;0;2;50;0
CLI40264;D;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;La Rioja;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;3.08;4063;37989;0;3;40;0
CLI36194;D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;8.9;0;13446;1;7;49;4
CLI45513;I;TIPO7;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Orense;NO;NO;NO;Medio-Bajo;SI;Averia grave;SI;3.34;2031;23322;0;3;54;0
CLI42008;D;TIPO8;FUEL 2;Alta;A;Financiera Marca;CASADO;F;Empresa;Guipuzcua;SI;NO;SI;NA;SI;Averia muy grave;SI;2.9;3459;29485;0;2;48;0
CLI55506;I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Burgos;NO;NO;SI;NA;NO DATA;No;SI;1.51;2574;0;0;0;41;0
CLI15204;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Vizcaya;SI;NO;NO;Medio;SI;No;NO;2.77;3453;11435;1;2;43;7
CLI21932;A;TIPO1;FUEL 2;Baja;M;Contado;CASADO;M;Empresa;Baleares;NO;NO;NO;Medio;NO DATA;No;NO;8.76;1892;12891;0;8;55;0
CLI25144;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;9.35;828;9085;1;5;38;4
CLI34998;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Lugo;SI;NO;NO;Medio-Bajo;NO DATA;No;SI;8.01;1525;23515;0;4;62;0
CLI26431;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;9.59;841;0;0;8;32;0
CLI28755;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;1.53;1897;0;0;1;25;0
CLI34352;D;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Cantabria;SI;NO;NO;Medio-Bajo;SI;No;SI;8.26;4452;24111;0;7;46;0
CLI53840;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;NO;NO;SI;NA;NO DATA;No;NO;1.62;2574;0;0;0;55;0
CLI26102;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio;NO DATA;No;NO;7.52;2024;10404;0;3;55;0
CLI7757;B;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Santa Cruz de Tenerife;NO;NO;NO;Otros;SI;No;SI;7.51;4159;17742;1;4;44;9
CLI15341;B;TIPO1;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Malaga;SI;NO;NO;Medio;SI;Averia grave;NO;2.71;2398;5731;0;1;51;0
CLI24307;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;9.27;1449;6262;1;9;48;4
CLI37105;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;SI;NO;Medio;NO DATA;Averia muy grave;SI;7.51;3058;18212;1;3;55;8
CLI7107;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Autonomo;Barcelona;NO;NO;NO;Alto;SI;No;NO;9.27;3667;6917;1;4;34;7
CLI26654;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;NO;SI;NO;NA;NO DATA;No;NO;5.51;3257;2872;1;5;26;5
CLI17537;C;TIPO4;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;8.51;2418;14994;0;5;37;0
CLI45782;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Alto;SI;Averia muy grave;SI;3.21;2799;12281;0;1;49;0
CLI11104;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Gerona;NO;NO;NO;NA;SI;No;NO;6.78;3496;16120;0;5;62;0
CLI57592;E;TIPO2;FUEL 1;Media;M;Contado;EN PAREJA;F;Empresa;Alicante;SI;NO;NO;NA;SI;No;NO;5.55;3025;8217;0;4;59;0
CLI35363;D;TIPO1;FUEL 2;Alta;M;Otros;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia leve;NO;7.45;4381;12283;1;5;60;8
CLI5049;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Gerona;NO;NO;NO;Alto;NO DATA;No;NO;9.21;3207;10531;0;7;41;0
CLI47547;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Navarra;NO;NO;NO;Medio;SI;No;NO;2.52;1903;15589;0;1;51;0
CLI5036;B;TIPO6;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Sevilla;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;9.35;2195;0;0;4;57;0
CLI53720;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;F;Empresa;Tarragona;NO;NO;NO;NA;NO DATA;No;NO;1.61;1829;0;0;1;26;0
CLI46363;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;NO;2.71;2854;35686;1;0;54;5
CLI23391;A;TIPO1;FUEL 2;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;9.43;552;8792;0;6;54;0
CLI19703;C;TIPO4;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;9.1;2777;16468;0;9;49;0
CLI55036;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Malaga;NO;NO;NO;Medio;SI;Averia grave;NO;3.23;1829;27948;0;2;54;0
CLI31580;J;TIPO7;FUEL 2;Alta;M;Financiera Banco;;;Empresa;Huelva;SI;NO;NO;NA;NO DATA;Averia muy grave;SI;7.26;0;26281;0;3;40;0
CLI10215;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Funcionario;Huelva;NO;NO;NO;Medio-Bajo;SI;No;NO;8.22;1684;10046;0;7;61;0
CLI48893;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio;NO DATA;Averia grave;NO;2.28;2799;0;0;2;70;0
CLI45093;I;TIPO7;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;3.71;1903;7576;0;2;50;0
CLI57168;I;TIPO7;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Alava;NO;NO;SI;NA;NO DATA;No;NO;1.33;2574;0;0;0;55;0
CLI21345;C;TIPO4;FUEL 2;Media;M;Financiera Marca;OTROS;M;Empresa;Navarra;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;4;6135;15293;0;4;60;0
CLI38848;D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Tarragona;SI;NO;NO;Medio;SI;Averia grave;NO;6.51;4451;18518;1;4;49;10
CLI44751;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;SI;Averia grave;SI;3.84;1903;28770;0;3;49;0
CLI2355;B;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;F;Funcionario;Leon;NO;NO;SI;NA;NO DATA;No;NO;1.45;3878;0;1;0;52;5
CLI42099;D;TIPO8;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2.62;2929;9358;0;1;42;0
CLI50051;I;TIPO7;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;No;NO;1.6;1903;0;0;0;40;0
CLI33472;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Toledo;SI;NO;NO;Alto;SI;Averia muy grave;SI;8.18;2353;9687;1;4;38;6
CLI38038;D;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Alicante;SI;NO;NO;NA;SI;No;NO;5.8;6810;12968;0;3;37;0
CLI22408;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Cantabria;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;8.98;512;14464;0;6;45;0
CLI24429;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Burgos;NO;NO;NO;Medio;NO DATA;No;NO;8.18;1233;11497;0;6;53;0
CLI14843;B;TIPO1;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;SI;NO;NO;Alto;SI;No;NO;2.73;4524;21656;1;2;45;10
CLI25001;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Gerona;NO;NO;NO;Alto;SI;Averia muy grave;SI;9.68;828;9775;0;7;44;0
CLI4648;B;TIPO6;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Cadiz;NO;NO;NO;NA;SI;Averia muy grave;SI;9.54;2616;13630;0;4;56;0
CLI38504;D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Funcionario;Cordoba;NO;NO;NO;Medio;SI;Averia grave;NO;6.76;5606;15441;0;4;60;0
CLI15083;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Vizcaya;NO;NO;NO;Alto;SI;Averia grave;NO;2.95;1750;13852;0;2;64;0
CLI33006;J;TIPO7;FUEL 2;Alta;M;Otros;;;Empresa;Barcelona;NO;SI;NO;Medio;NO DATA;Averia grave;NO;5.78;1946;31985;1;2;39;4
CLI41804;D;TIPO8;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Asturias;NO;NO;NO;Medio;SI;Averia muy grave;SI;2.36;3030;23330;0;2;46;0
CLI10715;B;TIPO1;FUEL 1;Media;M;Financiera Banco;SOLTERO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;7.61;2134;8481;0;7;46;0
CLI53642;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Castellon;NO;NO;SI;NA;NO DATA;No;NO;1.64;2574;0;0;1;32;0
CLI9180;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;NA;SI;No;NO;7.88;2324;23842;0;7;37;0
CLI12232;B;TIPO1;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Avila;NO;NO;NO;Medio-Bajo;NO DATA;No;SI;6.93;6779;30294;0;2;56;0
CLI1049;A;TIPO1;FUEL 1;Baja;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;NA;NO DATA;No;NO;2.16;1376;0;0;1;24;0
CLI17632;C;TIPO4;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;SI;NO;Medio-Bajo;NO DATA;Averia grave;NO;6.93;2666;17339;0;6;51;0
CLI33676;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Castellon;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;8.33;2173;21473;0;7;47;0
CLI40332;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Salamanca;SI;NO;SI;Alto;SI;Averia muy grave;SI;2.31;13452;37815;1;2;50;11
CLI5936;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Lerida;NO;NO;NO;NA;NO DATA;Averia grave;NO;9.71;1144;0;0;6;25;0
CLI46481;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;2.57;3682;11836;1;2;45;8
CLI42349;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;Averia leve;NO;5.51;751;23053;0;5;59;0
CLI1184;A;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;NO;NO;SI;NA;NO DATA;No;NO;1.7;2169;0;0;0;21;0
CLI57930;K;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Toledo;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;6.78;0;15226;0;5;59;0
CLI51748;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;NA;SI;Averia leve;NO;2.85;3571;15836;1;2;41;8
CLI46671;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;2.89;3682;19470;0;2;37;0
CLI13911;B;TIPO6;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;2.92;4524;0;1;1;27;6
CLI16455;B;TIPO1;FUEL 2;Media;M;Otros;SOLTERO;M;Funcionario;Almeria;NO;NO;NO;NA;SI;Averia grave;NO;2.99;2510;22255;0;2;48;0
CLI5649;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Funcionario;Valladolid;NO;NO;NO;Alto;NO DATA;No;SI;8.47;5658;14652;1;8;60;10
CLI41695;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;SI;NO;NO;Medio;NO DATA;No;NO;1.87;5080;0;0;1;68;0
CLI834;A;TIPO1;FUEL 1;Baja;M;Financiera Banco;CASADO;F;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;No;NO;1.54;1590;0;0;0;26;0
CLI6588;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Granada;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;8.51;6946;6837;0;7;59;0
CLI26059;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Malaga;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;7.76;1785;2973;0;4;38;0
CLI57824;E;TIPO2;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1.87;1465;0;0;1;58;0
CLI37320;D;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Malaga;NO;NO;NO;Alto;SI;No;NO;8.67;0;19726;1;4;50;6
CLI40318;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Lerida;SI;NO;SI;Alto;SI;Averia leve;NO;2.6;6208;16425;0;2;27;0
CLI21985;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Alto;SI;Averia muy grave;SI;9.01;512;7237;0;4;54;0
CLI44771;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Valencia;NO;SI;NO;Medio-Bajo;SI;Averia leve;NO;3.79;2823;14589;0;3;53;0
CLI1704;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Lacoruna;NO;NO;NO;Alto;SI;No;NO;2.79;1750;8255;0;1;48;0
CLI39359;D;TIPO8;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;7.26;1466;16928;0;5;40;0
CLI48084;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2.07;1903;0;0;0;69;0
CLI37166;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;No;SI;9.51;1162;11192;0;7;46;0
CLI26680;A;TIPO1;FUEL 1;Baja;A;Contado;SOLTERO;F;Empresa;Valencia;NO;NO;NO;Alto;NO DATA;No;NO;6.26;900;9541;1;2;40;4
CLI40403;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Zaragoza;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2.17;5080;0;0;2;69;0
CLI10928;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;NO;SI;NO;Alto;NO DATA;No;NO;7.44;1373;4183;1;4;42;4
CLI51320;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;NO;3.94;1829;6751;0;4;43;0
CLI45403;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;3.33;3682;17986;1;2;49;9
CLI45176;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio;SI;Averia muy grave;SI;3.37;2799;11968;0;2;41;0
CLI41835;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Jaen;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;1.93;5080;0;0;2;71;0
CLI21585;C;TIPO4;FUEL 2;Media;M;Otros;;F;Empresa;Malaga;NO;NO;NO;Alto;SI;No;NO;3.02;5049;17712;0;3;47;0
CLI4421;B;TIPO6;FUEL 2;Media;M;Contado;OTROS;F;Empresa;Teruel;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;9.29;3759;14730;0;8;45;0
CLI20386;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Murcia;NO;NO;NO;Medio-Bajo;SI;No;NO;8.67;3110;7837;0;4;41;0
CLI28169;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;SI;NA;NO DATA;No;NO;1.25;1684;0;0;0;27;0
CLI38520;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Malaga;SI;SI;NO;Otros;NO DATA;Averia grave;NO;7.3;2668;9159;0;6;39;0
CLI48784;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Huesca;SI;NO;NO;Medio-Bajo;SI;No;NO;2.31;2799;26129;0;1;46;0
CLI1942;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2.42;1750;14621;0;2;43;0
CLI21795;A;TIPO1;FUEL 2;Baja;M;Otros;SOLTERO;F;Empresa;Las Palmas;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;8.89;2254;17775;0;5;55;0
CLI52511;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio;SI;Averia grave;NO;2.53;1829;12685;0;2;61;0
CLI40179;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;SI;Medio-Bajo;SI;Averia grave;NO;2.79;3559;17266;0;2;59;0
CLI54830;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Autonomo;Burgos;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;3.73;1829;15533;0;3;60;0
CLI12740;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Medio;SI;No;NO;5.99;4092;6821;0;3;46;0
CLI21472;C;TIPO4;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Pontevedra;SI;NO;NO;Medio;SI;No;NO;3.19;8401;36107;1;3;61;6
CLI22304;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Baleares;SI;NO;NO;Alto;SI;No;NO;8.09;2153;4747;0;7;45;0
CLI12975;B;TIPO1;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;5.78;0;11020;1;2;62;4
CLI46523;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Cuenca;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;3.02;1903;7350;0;2;57;0
CLI31837;J;TIPO7;FUEL 2;Alta;M;Financiera Banco;OTROS;F;Empresa;Malaga;SI;NO;NO;Medio;SI;Averia muy grave;SI;7.09;795;14024;0;4;52;0
CLI43227;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Cadiz;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3.18;2727;17241;0;2;62;0
CLI14815;B;TIPO1;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Gerona;SI;NO;NO;Medio-Bajo;SI;No;NO;3.3;2615;19447;0;2;44;0
CLI1955;B;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;2.17;3309;24058;1;2;38;10
CLI31279;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Castellon;NO;NO;NO;Otros;SI;Averia grave;NO;7.45;732;5799;0;5;44;0
CLI19142;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;9.44;3864;41172;1;9;55;6
CLI18230;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;9.01;3531;14059;0;5;53;0
CLI22789;A;TIPO1;FUEL 2;Baja;M;Contado;CASADO;F;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;8.18;2677;14662;0;4;55;0
CLI55316;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;No;NO;2.29;4090;31860;1;2;60;6
CLI53334;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;La Rioja;NO;NO;SI;Alto;NO DATA;No;NO;1.76;2574;0;0;1;43;0
CLI6187;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Albacete;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;9.1;3299;0;0;9;36;0
CLI32656;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Zaragoza;NO;SI;NO;Alto;NO DATA;Averia leve;SI;6.51;0;12124;0;6;61;0
CLI56542;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2.3;2743;30230;1;1;48;5
CLI37244;D;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;8.43;0;6750;1;8;40;3
CLI34901;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Medio;NO DATA;Averia grave;NO;8.05;1525;28085;0;4;38;0
CLI43812;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Baleares;NO;SI;NO;Alto;SI;Averia muy grave;SI;4.84;828;7140;1;2;58;4
CLI50130;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;Alto;NO DATA;No;NO;1.77;2648;0;1;0;68;4
CLI31916;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Autonomo;Segovia;NO;NO;NO;Medio;NO DATA;Averia leve;SI;6.93;0;13384;0;7;46;0
CLI3367;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;NA;NO DATA;No;NO;1.67;2662;0;0;0;25;0
CLI42663;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Leon;NO;NO;NO;NA;SI;Averia muy grave;SI;4.07;4104;13494;1;2;40;8
CLI8389;B;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;No;NO;7.71;4030;17163;1;5;43;9
CLI50604;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Tarragona;NO;NO;NO;NA;NO DATA;No;NO;1.6;1903;0;0;1;44;0
CLI35084;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Burgos;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;7.26;4896;14950;0;5;40;0
CLI14512;B;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lerida;NO;NO;NO;Medio-Bajo;SI;No;NO;3.76;1750;19129;0;4;38;0
CLI30804;J;TIPO7;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Granada;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;7.88;0;9512;0;6;61;0
CLI22031;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;6.43;3858;9080;0;4;45;0
CLI18268;C;TIPO4;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Valladolid;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;9.1;3585;5889;1;6;61;6
CLI1681;B;TIPO1;FUEL 1;Baja;M;Financiera Marca;SOLTERO;F;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;SI;2.17;2370;0;0;2;62;0
