PRODUCTO;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente;Mas_1_coche_Pred
I;FUEL 1;Alta;M;Financiera Marca;1;1;Empresa;Madrid;SI;NO;SI;Medio;SI;Averia muy grave;SI;4000;10757;2;61;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;874;28274;2;52;0
I;FUEL 2;Media;M;Contado;0;1;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;0;11741;5;59;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Granada;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;927;11227;2;62;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;SI;NO;Medio;SI;Averia grave;SI;0;20065;2;56;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;0;20666;3;59;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;0;22483;4;40;0
I;FUEL 2;Media;M;Otros;1;0;Empresa;Toledo;NO;SI;NO;;SI;Averia leve;NO;0;28395;2;52;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia grave;NO;0;13030;2;52;0
I;FUEL 2;Media;M;Financiera Banco;1;1;Empresa;Granada;NO;SI;NO;Medio-Bajo;NO DATA;Averia leve;NO;0;15825;2;54;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Alava;NO;SI;NO;Medio;SI;Averia leve;NO;1278;12580;2;55;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Jaen;NO;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;1278;16251;2;58;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Madrid;NO;NO;NO;;NO DATA;Averia muy grave;SI;1278;25873;4;43;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Asturias;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;1278;20445;2;41;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Barcelona;NO;SI;NO;Medio;SI;Averia grave;SI;2129;22141;4;50;0
I;FUEL 2;Media;M;Otros;0;1;Empresa;Vizcaya;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;1278;12977;3;42;0
I;FUEL 2;Media;M;Otros;1;1;Autonomo;Cordoba;NO;NO;NO;Medio;SI;Averia muy grave;SI;1278;9961;2;42;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia grave;NO;1278;20669;3;54;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Ceuta;NO;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;1278;13504;2;53;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Tarragona;NO;SI;NO;Alto;SI;Averia grave;SI;2131;19260;2;60;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;3347;14235;3;60;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;4668;18957;2;52;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;5947;17806;2;46;1
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;3347;10677;3;48;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Sevilla;NO;NO;NO;Medio;SI;Averia muy grave;SI;2131;21072;3;57;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Alicante;SI;NO;NO;Otros;SI;Averia grave;NO;3347;13653;2;39;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2131;14138;2;41;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Valencia;NO;NO;NO;Alto;SI;Averia muy grave;SI;3162;17109;3;56;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia grave;SI;3347;6774;2;58;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Gerona;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;4124;11711;3;51;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;3347;16496;1;54;0
I;FUEL 2;Media;M;Otros;1;0;Empresa;Tarragona;NO;SI;NO;Alto;SI;Averia muy grave;SI;3196;31556;3;46;1
I;FUEL 2;Media;M;Otros;1;1;Empresa;Lugo;NO;SI;NO;;SI;Averia muy grave;SI;2131;8437;2;42;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Pontevedra;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;5947;13022;2;48;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Murcia;SI;NO;NO;Medio;SI;Averia muy grave;SI;3347;20750;3;44;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia grave;NO;2131;23040;2;41;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;2131;24627;3;44;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Castellon;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4124;22720;1;37;0
I;FUEL 2;Media;M;Otros;1;0;Funcionario;Navarra;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;2131;0;3;41;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia grave;SI;2131;26760;2;50;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Madrid;NO;SI;NO;Medio;SI;Averia muy grave;SI;2131;16723;2;58;0
I;FUEL 2;Media;M;Otros;0;1;Empresa;Salamanca;NO;SI;NO;Medio;SI;Averia grave;NO;2131;20151;2;54;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Huesca;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2131;20098;1;43;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Granada;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;5669;15572;2;41;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Valencia;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;4124;11791;2;37;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Madrid;SI;NO;NO;;SI;Averia grave;NO;2131;26440;1;62;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Murcia;SI;NO;NO;Medio;SI;Averia muy grave;SI;5629;19716;1;49;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;2131;15814;2;70;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;4124;18423;2;59;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Funcionario;Alicante;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3135;9746;2;38;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Otros;SI;Averia muy grave;SI;3135;29242;2;37;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;2131;10383;1;46;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Zaragoza;SI;NO;NO;;SI;Averia grave;NO;3135;9526;1;43;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Asturias;NO;NO;NO;Alto;SI;Averia leve;NO;2203;18985;2;37;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Toledo;NO;NO;NO;Medio-Bajo;SI;Averia grave;NO;2131;11377;3;42;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;3135;10660;3;37;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Malaga;SI;NO;NO;Medio;SI;Averia muy grave;SI;3135;13831;3;48;0
I;FUEL 2;Media;M;Otros;1;1;Autonomo;Lacoruna;NO;NO;NO;Medio;SI;Averia muy grave;SI;2131;19503;2;37;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Funcionario;Valladolid;SI;NO;NO;;SI;Averia muy grave;SI;3135;12029;3;34;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Pontevedra;SI;NO;NO;;SI;Averia muy grave;SI;3135;8366;2;69;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;3135;15052;3;50;0
I;FUEL 2;Media;M;Financiera Marca;0;0;Funcionario;Huesca;SI;NO;NO;;SI;Averia muy grave;SI;4702;42169;4;56;1
I;FUEL 2;Media;M;Financiera Marca;1;1;Funcionario;Guadalajara;SI;NO;SI;Alto;SI;Averia grave;NO;3196;33783;0;45;1
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Vizcaya;SI;NO;NO;Alto;SI;Averia grave;NO;3135;16998;2;42;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Empresa;Madrid;SI;NO;NO;Otros;SI;Averia grave;NO;5629;32039;4;40;1
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Otros;SI;No;NO;5629;27593;1;61;1
I;FUEL 2;Media;M;Contado;1;1;Funcionario;Madrid;NO;NO;NO;;SI;Averia muy grave;SI;2131;15753;2;47;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Alicante;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;4124;20399;2;60;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Alicante;SI;NO;NO;;SI;Averia grave;NO;3135;10627;2;42;0
I;FUEL 2;Media;M;Otros;1;0;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia grave;SI;2131;19760;1;42;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Malaga;NO;NO;NO;Medio;SI;Averia grave;NO;2131;7131;2;57;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3135;0;2;57;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Gerona;SI;SI;NO;;SI;No;NO;3135;22767;2;44;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Alicante;NO;NO;NO;;SI;Averia muy grave;SI;2131;20768;2;43;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Jaen;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;5196;27199;2;44;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Baleares;SI;NO;NO;Medio;NO DATA;Averia grave;NO;4124;0;2;44;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Empresa;Madrid;SI;NO;SI;Medio;SI;Averia leve;NO;2131;25477;2;57;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Teruel;SI;NO;NO;Alto;SI;Averia muy grave;SI;3135;25434;2;56;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Alava;SI;NO;NO;;SI;Averia muy grave;SI;5629;12275;2;50;1
I;FUEL 2;Media;M;Otros;1;1;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia leve;NO;4124;14394;2;44;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Sevilla;SI;NO;NO;Medio-Bajo;SI;Averia grave;SI;3135;8815;2;40;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;La Rioja;NO;NO;NO;Alto;SI;Averia muy grave;SI;2131;12233;2;48;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Tarragona;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2131;19328;2;50;0
I;FUEL 2;Media;M;Otros;0;1;Empresa;Barcelona;NO;NO;NO;Medio;SI;Averia muy grave;SI;2131;26656;2;55;0
I;FUEL 2;Media;M;Financiera Marca;0;0;Autonomo;Barcelona;SI;NO;NO;Alto;SI;No;NO;4165;19787;2;57;1
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;7793;33828;0;37;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Valladolid;SI;NO;NO;Medio-Bajo;SI;No;NO;3135;7281;2;54;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia grave;NO;2131;23050;2;43;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia grave;NO;3135;5905;1;44;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Malaga;SI;NO;SI;Medio;SI;Averia leve;NO;2131;22039;2;62;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Gerona;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;3135;14104;2;53;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Zaragoza;SI;NO;NO;Otros;SI;Averia grave;NO;3135;18605;2;62;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Vizcaya;SI;NO;NO;Alto;SI;Averia muy grave;SI;7175;5917;1;56;1
I;FUEL 2;Media;M;Financiera Marca;0;1;Empresa;Navarra;SI;NO;NO;Medio;SI;Averia muy grave;SI;3135;23658;2;39;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;2131;21406;2;52;1
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;4124;22141;2;57;1
I;FUEL 2;Media;M;Contado;1;0;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2131;13087;1;67;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2131;15047;2;49;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Albacete;SI;NO;NO;Medio;SI;No;NO;3135;10068;1;61;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;4165;0;1;46;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;2131;11926;2;56;0
I;FUEL 2;Media;M;Otros;1;0;Funcionario;Alicante;SI;NO;NO;Alto;SI;Averia muy grave;SI;4124;19128;1;50;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Huelva;SI;NO;NO;;SI;No;NO;4124;14724;2;51;1
I;FUEL 2;Media;M;Financiera Marca;1;1;Funcionario;Alicante;SI;NO;NO;Medio;SI;Averia grave;NO;4021;14299;1;59;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Leon;NO;NO;NO;Medio;SI;Averia muy grave;SI;2131;18388;2;41;0
I;FUEL 2;Media;M;Contado;0;1;Empresa;Lugo;SI;NO;NO;Alto;NO DATA;No;SI;2131;0;2;46;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;3135;13908;1;45;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Lacoruna;NO;NO;NO;Medio-Bajo;SI;No;NO;2463;16605;2;65;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Cantabria;NO;NO;NO;Medio;SI;No;NO;2131;16877;2;54;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Cantabria;NO;NO;NO;Medio-Bajo;SI;No;SI;2131;14229;1;61;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Albacete;NO;NO;NO;Alto;SI;Averia grave;NO;2131;9427;2;39;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;3135;26818;2;54;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Lacoruna;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;2131;0;1;68;0
I;FUEL 2;Media;M;Otros;1;0;Empresa;Badajoz;NO;NO;NO;Medio;SI;No;NO;6288;33627;3;47;1
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;SI;NO;NO;Alto;SI;No;SI;4124;16653;1;59;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Cadiz;SI;NO;NO;Medio;SI;No;SI;3135;11909;2;44;0
I;FUEL 2;Media;M;Otros;1;0;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2131;26520;2;54;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia grave;NO;2131;0;1;37;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;2131;12212;2;59;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;SI;4480;21796;2;68;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia leve;NO;2131;29427;1;39;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Valencia;NO;NO;NO;Medio-Bajo;SI;No;NO;2131;19502;1;25;1
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;5629;0;1;45;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Sevilla;NO;NO;SI;;NO DATA;No;NO;2966;0;1;24;0
I;FUEL 2;Media;M;Otros;1;0;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;NO;4124;7318;1;39;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Alicante;SI;NO;NO;Medio;NO DATA;No;NO;2131;0;1;34;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Valladolid;SI;NO;NO;Alto;SI;Averia muy grave;SI;3135;17392;1;48;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;2131;24530;1;58;1
I;FUEL 2;Media;M;Contado;1;0;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2131;0;0;61;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;2131;0;1;33;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Pontevedra;SI;NO;NO;;NO DATA;No;NO;3135;0;1;65;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Madrid;SI;SI;NO;Medio;SI;Averia grave;NO;4702;46122;2;48;1
I;FUEL 2;Media;M;Contado;1;1;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;2131;0;1;50;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Vizcaya;SI;NO;NO;Medio;SI;No;NO;5629;22302;2;45;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;2131;0;2;23;0
I;FUEL 2;Media;M;Otros;1;0;Empresa;Toledo;NO;NO;NO;Alto;SI;No;NO;2131;26246;1;59;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;2131;0;1;65;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Asturias;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2131;0;1;71;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;3135;0;2;66;0
I;FUEL 2;Media;M;Otros;0;1;Empresa;Pontevedra;SI;NO;NO;Alto;NO DATA;No;NO;2131;0;1;66;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;;NO DATA;No;NO;3135;0;1;53;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Lerida;SI;NO;NO;Alto;NO DATA;No;NO;3135;0;2;28;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Orense;NO;NO;SI;Medio-Bajo;NO DATA;Averia grave;NO;2966;0;1;22;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Lacoruna;SI;NO;SI;Medio-Bajo;NO DATA;No;NO;4124;0;1;64;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Almeria;NO;NO;NO;;NO DATA;No;NO;2131;0;0;62;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2131;0;1;25;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Lacoruna;NO;NO;NO;;NO DATA;No;NO;2131;0;2;25;0
I;FUEL 2;Media;M;Contado;0;1;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;4124;0;2;68;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Valladolid;NO;NO;NO;Medio;NO DATA;No;NO;2131;0;2;52;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Valencia;SI;NO;NO;Medio;NO DATA;No;NO;3135;0;0;64;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Guadalajara;NO;NO;NO;Alto;NO DATA;No;NO;2131;0;2;41;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Sevilla;NO;NO;SI;;NO DATA;No;NO;2966;0;0;33;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;2966;0;2;43;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Lerida;NO;NO;SI;;NO DATA;No;NO;2966;0;1;45;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Funcionario;Barcelona;NO;NO;SI;;NO DATA;No;NO;2966;0;1;58;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Vizcaya;NO;NO;SI;Medio;NO DATA;No;NO;2966;0;0;48;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;2131;0;1;48;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2966;0;0;36;0
I;FUEL 2;Media;M;Otros;1;1;Empresa;Tarragona;NO;NO;SI;;NO DATA;No;NO;3196;0;1;22;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Cadiz;NO;NO;NO;;NO DATA;No;NO;2131;0;1;44;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Segovia;NO;NO;NO;;NO DATA;No;NO;2131;0;1;49;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Vizcaya;NO;NO;SI;;NO DATA;No;NO;2966;0;1;27;0
I;FUEL 2;Media;M;Otros;1;0;Autonomo;Madrid;NO;NO;NO;;NO DATA;No;NO;2131;0;2;23;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Vizcaya;NO;NO;SI;;NO DATA;No;NO;2966;0;0;52;0
I;FUEL 2;Media;M;Financiera Marca;1;0;Empresa;Tarragona;SI;NO;SI;;NO DATA;No;NO;2131;0;1;22;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Alicante;SI;NO;SI;;NO DATA;Averia muy grave;SI;3196;0;1;28;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Valencia;NO;NO;NO;;NO DATA;Averia muy grave;SI;2131;0;0;57;0
I;FUEL 2;Media;M;Contado;1;1;Autonomo;Almeria;NO;NO;NO;;NO DATA;No;NO;2131;0;0;32;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Lerida;NO;NO;SI;;NO DATA;No;NO;2966;0;1;64;0
I;FUEL 2;Media;M;Contado;1;1;Empresa;Murcia;NO;NO;NO;;NO DATA;No;NO;2131;0;1;60;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Malaga;SI;NO;SI;;NO DATA;No;NO;2966;0;1;56;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Cordoba;NO;NO;SI;;NO DATA;No;NO;2966;0;0;41;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Barcelona;NO;NO;NO;;NO DATA;No;NO;2131;0;1;22;0
I;FUEL 2;Media;M;Contado;0;0;Empresa;Murcia;NO;NO;NO;;SI;No;NO;3196;69712;0;38;1
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Valencia;SI;NO;SI;;NO DATA;No;SI;2966;0;1;59;0
I;FUEL 2;Media;M;Contado;0;1;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;2131;0;1;53;0
I;FUEL 2;Media;M;Financiera Marca;0;1;Autonomo;Burgos;NO;NO;SI;;NO DATA;No;NO;2966;0;1;60;1
I;FUEL 2;Media;M;Financiera Marca;1;0;Funcionario;Alicante;NO;NO;SI;;NO DATA;No;NO;2966;0;0;48;1
I;FUEL 2;Media;M;Financiera Marca;0;0;Autonomo;Burgos;SI;NO;SI;;NO DATA;No;NO;2966;0;1;30;0
I;FUEL 2;Media;M;Otros;0;0;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;3196;0;1;38;0
I;FUEL 2;Media;M;Contado;1;0;Empresa;Granada;NO;NO;SI;;NO DATA;No;NO;3196;0;1;71;0
I;FUEL 2;Media;M;Financiera Marca;1;1;Empresa;Zaragoza;NO;NO;SI;;NO DATA;Averia muy grave;SI;2966;0;0;63;1
I;FUEL 2;Media;A;Contado;1;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;0;16513;4;59;1
I;FUEL 2;Media;A;Contado;1;1;Empresa;Lerida;NO;SI;NO;Medio-Bajo;SI;Averia grave;NO;0;15218;3;46;0
I;FUEL 2;Media;A;Otros;1;1;Empresa;Huelva;NO;NO;NO;;SI;Averia leve;SI;927;10617;2;59;0
I;FUEL 2;Media;A;Contado;1;1;Empresa;Madrid;NO;SI;NO;Medio;SI;Averia grave;NO;0;10448;2;59;0
I;FUEL 2;Media;A;Contado;1;1;Empresa;Sevilla;NO;SI;NO;;NO DATA;Averia muy grave;SI;0;12674;4;61;0
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;3265;22989;2;57;0
I;FUEL 2;Media;A;Contado;1;1;Empresa;Baleares;SI;NO;NO;Medio;SI;Averia grave;SI;2048;17866;2;48;0
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;3265;25474;3;39;0
I;FUEL 2;Media;A;Otros;1;1;Empresa;Valladolid;NO;NO;NO;Alto;SI;Averia grave;NO;3072;30874;3;45;1
I;FUEL 2;Media;A;Financiera Marca;1;1;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;3265;25150;2;47;0
I;FUEL 2;Media;A;Otros;1;1;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia leve;SI;2048;25149;2;61;1
