CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;EDAD_COCHE;COSTE_VENTA;km_anno;Mas_1_coche;Revisiones;Edad Cliente;Tiempo
CLI51759;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Valladolid;NO;NO;NO;Medio;SI;Averia leve;NO;2.79;1829;10741;0;1;63;0
CLI51766;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.8;1829;13419;0;2;59;0
CLI51775;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Soria;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.69;1829;13609;0;2;37;0
CLI51781;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Alicante;SI;NO;NO;Medio;SI;Averia leve;SI;2.71;4567;10537;0;2;38;0
CLI51791;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia leve;NO;2.76;1829;26004;0;2;60;0
CLI51813;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;2.55;3571;24613;0;2;61;0
CLI51818;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Vizcaya;NO;NO;NO;Alto;SI;No;NO;2.51;1829;21106;1;2;48;8
CLI51833;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;SI;No;NO;2.52;2727;20377;0;2;43;0
CLI51835;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2.53;1829;11053;1;1;43;6
CLI51837;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Ciudad Real;SI;NO;NO;Medio-Bajo;SI;No;NO;2.38;1829;20658;0;1;51;0
CLI51850;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;2.29;1829;25980;1;1;44;9
CLI51851;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;Medio;SI;No;SI;2.53;1829;21006;0;1;38;0
CLI51884;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Autonomo;Murcia;NO;NO;NO;Medio-Bajo;SI;No;NO;2.51;3669;10159;0;1;61;0
CLI51890;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia leve;SI;2.41;1829;15358;0;2;51;0
CLI51896;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Alicante;SI;NO;NO;Medio-Bajo;SI;No;NO;2.5;1829;18118;0;1;41;0
CLI51900;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Alto;SI;No;NO;2.37;1829;24767;0;2;44;0
CLI51912;I;TIPO7;FUEL 2;Media;A;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Alto;SI;No;NO;2.51;1829;13430;1;1;55;6
CLI51913;I;TIPO7;FUEL 2;Media;A;Financiera Banco;SOLTERO;M;Empresa;Almeria;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;2.35;2749;7831;0;1;57;0
CLI51921;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;F;Empresa;Ciudad Real;SI;NO;NO;Medio;SI;No;NO;2.45;2727;9920;0;2;38;0
CLI51942;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;SI;2.27;1829;23744;1;2;59;8
CLI51948;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Segovia;NO;NO;NO;Alto;SI;No;NO;2.35;1829;14487;1;2;51;6
CLI51965;I;TIPO7;FUEL 2;Media;A;Financiera Marca;SOLTERO;M;Empresa;Alicante;SI;NO;NO;Medio;SI;No;NO;2.38;2727;18804;0;1;43;0
CLI51967;I;TIPO7;FUEL 2;Media;A;Contado;SOLTERO;F;Empresa;Murcia;SI;NO;NO;Medio-Bajo;SI;No;NO;2.35;3571;12419;0;1;46;0
CLI51990;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia grave;NO;2.34;2727;14548;0;2;43;0
CLI52004;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;2.29;1829;10879;0;2;51;0
CLI52017;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Toledo;NO;NO;NO;Medio-Bajo;SI;No;NO;2.16;2743;30414;0;2;38;0
CLI52055;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Murcia;SI;NO;NO;Medio-Bajo;SI;No;NO;2.06;4918;41962;1;0;58;7
CLI52387;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;2.6;2727;12923;0;1;47;0
CLI52390;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2.59;1829;14571;1;1;42;6
CLI52431;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Murcia;SI;NO;NO;Medio-Bajo;SI;No;NO;2.49;2727;9936;0;1;27;0
CLI52457;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2.51;1829;9234;1;2;48;5
CLI52469;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;SI;Alto;SI;No;NO;2.53;3032;13964;1;1;50;7
CLI52508;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Alava;SI;NO;NO;Medio;SI;No;NO;2.52;4918;11314;1;2;47;9
CLI52522;I;TIPO7;FUEL 1;Alta;M;Otros;SOLTERO;F;Empresa;Burgos;SI;NO;NO;Alto;SI;No;NO;2.51;1829;7567;0;2;46;0
CLI52524;I;TIPO7;FUEL 1;Alta;M;Otros;SOLTERO;M;Empresa;Las Palmas;NO;NO;NO;Alto;SI;No;NO;2.51;1829;16378;0;2;38;0
CLI52573;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;NO;2.51;3588;8689;0;2;38;0
CLI52574;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio;SI;No;NO;2.45;1829;12464;0;1;55;0
CLI52583;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Cadiz;NO;NO;NO;Alto;SI;No;SI;2.45;1829;20160;1;1;38;7
CLI52605;I;TIPO7;FUEL 1;Alta;M;Financiera Banco;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;2.45;3571;18857;1;1;55;9
CLI52652;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Gerona;SI;NO;NO;Medio-Bajo;SI;No;NO;2.47;1829;10405;0;2;40;0
CLI52659;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Cordoba;SI;NO;NO;Medio-Bajo;SI;No;SI;2.47;3571;10288;0;2;56;0
CLI52667;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;NO;2.29;4918;16643;1;2;59;10
CLI52674;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Malaga;SI;NO;SI;Medio;SI;No;NO;2.48;1829;5989;1;2;38;5
CLI52692;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio;SI;No;NO;2.35;2727;5868;0;2;54;0
CLI52701;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia leve;NO;2.42;1829;6867;0;1;37;0
CLI52708;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Alto;SI;No;NO;2.46;1829;8833;0;2;40;0
CLI52778;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Alto;SI;No;NO;2.37;2727;6763;1;2;37;6
CLI52834;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;Alto;SI;No;NO;2.37;1829;2967;0;2;49;0
CLI52848;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Asturias;NO;NO;NO;Medio-Bajo;SI;No;SI;2.36;1829;7349;0;2;42;0
CLI52866;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio;SI;No;NO;2.29;2743;39105;1;2;53;5
CLI52881;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;M;Empresa;Burgos;SI;NO;NO;Medio;SI;Averia leve;NO;2.34;2727;19854;0;2;39;0
CLI52887;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio;SI;No;NO;2.3;1829;14847;0;2;38;0
CLI52902;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;2.28;2727;5335;1;2;48;5
CLI52917;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Funcionario;Lugo;SI;NO;NO;Medio;SI;No;NO;2.26;2727;13584;0;1;37;0
CLI53167;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;NO;Alto;SI;No;NO;2.04;2727;26353;1;1;47;10
CLI54345;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;SI;5.3;0;24922;0;5;60;0
CLI54362;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;4.59;0;7649;0;4;40;0
CLI54379;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;SI;NO;Alto;SI;Averia muy grave;SI;5.53;751;14568;0;3;40;0
CLI54384;I;TIPO7;FUEL 1;Alta;A;Contado;SOLTERO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;5.53;751;20917;1;4;60;7
CLI54434;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Vizcaya;NO;SI;NO;Medio;SI;No;NO;5.11;828;6533;1;5;62;4
CLI54452;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;SI;Averia leve;SI;4.71;0;8982;1;2;61;3
CLI54455;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;F;Empresa;Orense;SI;NO;NO;Medio;SI;Averia muy grave;SI;4.59;828;15696;1;2;41;6
CLI54459;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Zaragoza;NO;SI;NO;Alto;SI;Averia muy grave;SI;4.26;1098;8477;0;2;49;0
CLI54507;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia grave;SI;5.42;751;15069;1;4;41;5
CLI54564;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia grave;NO;5.1;0;22402;0;3;57;0
CLI54580;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia grave;SI;5.09;0;32872;0;2;57;0
CLI54591;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Alava;NO;SI;NO;Medio;SI;Averia grave;NO;5.09;828;12675;1;5;45;5
CLI54610;I;TIPO7;FUEL 2;Media;M;Financiera Banco;CASADO;F;Empresa;Zaragoza;SI;NO;NO;Medio;SI;Averia muy grave;SI;4.93;0;30376;1;2;58;2
CLI54681;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia grave;NO;4.38;2561;7412;1;4;38;6
CLI54692;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;SI;Averia muy grave;SI;4.34;5721;16485;0;4;43;0
CLI54707;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;La Rioja;NO;SI;NO;Alto;SI;Averia leve;NO;4.52;1098;22892;0;4;37;0
CLI54712;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;4.35;4670;9021;1;2;58;8
CLI54720;I;TIPO7;FUEL 2;Media;M;Financiera Banco;SOLTERO;M;Empresa;Tarragona;NO;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;4.47;1098;25667;0;2;43;0
CLI54764;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;NO;NO;NO;Alto;SI;Averia muy grave;SI;4.17;2184;10611;0;3;29;0
CLI54778;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Ciudad Real;NO;SI;NO;Alto;SI;Averia muy grave;SI;4.05;1098;8807;0;3;46;0
CLI54783;I;TIPO7;FUEL 2;Media;M;Contado;EN PAREJA;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;4.07;1098;13836;0;3;51;0
CLI54785;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Funcionario;Guipuzcua;NO;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;4.05;2476;13758;1;3;54;7
CLI54844;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Burgos;SI;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;3.76;2915;19367;0;2;56;0
CLI54882;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Guipuzcua;NO;SI;NO;Medio;SI;Averia grave;NO;3.61;1829;10090;0;2;40;0
CLI54890;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Asturias;SI;NO;NO;Alto;SI;Averia grave;NO;3.68;1829;18011;0;2;53;0
CLI54893;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia leve;NO;3.62;1829;23887;0;2;44;0
CLI54915;I;TIPO7;FUEL 2;Media;M;Otros;SOLTERO;M;Empresa;Huelva;NO;SI;NO;Alto;SI;Averia leve;NO;3.41;1829;8230;1;3;60;5
CLI54924;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;3.48;5200;27446;1;2;49;7
CLI54991;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;Averia muy grave;SI;3.28;1829;29430;0;2;46;0
CLI54999;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;3.29;4372;32103;1;2;60;7
CLI55007;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Cantabria;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2.98;4567;13479;0;2;42;0
CLI55016;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Almeria;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;2.59;2727;15882;0;2;39;0
CLI55023;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;SI;Averia muy grave;SI;3.22;1829;10824;0;3;59;0
CLI55049;I;TIPO7;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia grave;NO;3.22;3571;29677;1;3;49;6
CLI55131;I;TIPO7;FUEL 2;Media;M;Financiera Marca;EN PAREJA;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;2.79;2727;15524;0;2;55;0
CLI55135;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Vizcaya;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2.84;1829;25965;0;2;59;0
CLI55147;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Cantabria;SI;NO;NO;Medio-Bajo;SI;Averia leve;NO;2.84;2727;24513;0;2;43;0
CLI55165;I;TIPO7;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Alava;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2.79;1829;13080;0;1;53;0
CLI55175;I;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Huesca;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2.7;2727;13890;0;2;58;0
CLI55194;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2.6;1829;10376;1;2;47;5
CLI55213;I;TIPO7;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;NO;2.59;3571;14272;0;1;59;0
CLI55294;I;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Guipuzcua;SI;NO;NO;Medio-Bajo;SI;No;NO;2.29;2727;10240;0;1;59;0
CLI55304;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Albacete;NO;NO;NO;Alto;SI;No;NO;2.37;1829;13870;1;1;23;6
CLI55564;I;TIPO7;FUEL 2;Media;A;Financiera Banco;SOLTERO;F;Empresa;Tarragona;NO;SI;NO;Medio;SI;Averia muy grave;SI;4.76;0;18043;0;3;37;0
CLI55597;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Valladolid;SI;NO;NO;Alto;SI;Averia muy grave;SI;4.93;0;14353;0;3;37;0
CLI55601;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Alicante;SI;NO;NO;Alto;SI;Averia muy grave;SI;4.91;0;11402;0;4;59;0
CLI55603;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia grave;NO;4.86;0;13874;0;3;54;0
CLI55640;I;TIPO7;FUEL 2;Media;A;Financiera Banco;CASADO;M;Empresa;Alicante;NO;NO;NO;Alto;SI;Averia muy grave;SI;4.47;1098;15628;0;3;38;0
CLI55653;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;SI;Averia muy grave;SI;4.54;1098;10173;1;4;46;5
CLI55685;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia muy grave;SI;4.3;1098;18932;0;2;51;0
CLI55732;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;3.44;1829;15246;1;3;38;6
CLI55749;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;3.29;2727;11774;1;2;52;7
CLI55760;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio;SI;Averia leve;NO;3.19;2727;9133;0;2;41;0
CLI55770;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Malaga;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.91;1829;2513;0;2;53;0
CLI55775;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Autonomo;Lerida;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3.09;1829;23860;0;1;46;0
CLI55788;I;TIPO7;FUEL 2;Media;A;Financiera Marca;CASADO;F;Empresa;Alicante;SI;NO;NO;Medio;SI;Averia grave;NO;2.88;2727;13539;0;2;46;0
CLI55807;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Toledo;NO;NO;NO;Alto;SI;No;NO;2.6;1829;15589;0;2;53;0
CLI55813;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2.52;1829;23344;0;2;37;0
CLI55829;I;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Medio;SI;No;NO;2.43;1829;27650;0;1;55;0
CLI55997;I;TIPO7;FUEL 2;Alta;A;Financiera Banco;CASADO;M;Empresa;Valladolid;SI;NO;NO;Alto;SI;Averia grave;SI;5.44;751;18921;0;5;53;0
CLI56007;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;5.21;751;11310;0;3;43;0
CLI56063;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Lugo;SI;NO;NO;Alto;SI;Averia muy grave;SI;4.52;1648;32362;0;4;45;0
CLI56064;I;TIPO7;FUEL 2;Alta;A;Contado;OTROS;F;Empresa;Tarragona;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;4.43;1098;10466;0;2;61;0
CLI56093;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia grave;SI;4.27;1829;16032;0;4;37;0
CLI56100;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Castellon;NO;SI;NO;Medio;SI;Averia leve;NO;4.27;1648;37416;1;2;61;4
CLI56113;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia leve;NO;4.05;1648;34588;1;2;46;4
CLI56119;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;4.03;1098;28398;0;2;49;0
CLI56128;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia grave;NO;3.93;2915;12252;0;2;43;0
CLI56129;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia leve;NO;3.88;3571;5948;1;4;57;6
CLI56290;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Gerona;NO;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;3.22;1829;24720;0;1;49;0
CLI56295;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia grave;SI;3.22;2727;17673;0;2;42;0
CLI56315;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Medio;SI;Averia leve;NO;3.08;1829;5046;0;1;56;0
CLI56317;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Lacoruna;NO;NO;NO;Alto;SI;Averia muy grave;SI;2.56;2127;12460;0;2;62;0
CLI56361;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Alava;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2.77;2727;28045;0;1;55;0
CLI56366;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;3.0;2727;23329;1;2;41;9
CLI56379;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;2.94;3571;19091;1;1;54;9
CLI56407;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;F;Empresa;Murcia;NO;NO;NO;Medio-Bajo;SI;Averia leve;NO;2.8;1829;17130;0;2;50;0
CLI56436;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;La Rioja;NO;NO;NO;Alto;SI;No;NO;2.59;1829;28636;0;1;48;0
CLI56442;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Malaga;SI;NO;NO;Medio-Bajo;SI;No;SI;2.54;2743;52696;0;3;51;0
CLI56460;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;Averia muy grave;SI;2.52;2727;14418;0;2;61;0
CLI56468;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Alto;SI;Averia muy grave;SI;2.35;1829;24874;1;1;40;8
CLI56474;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Valencia;SI;NO;NO;Alto;SI;No;NO;2.43;1829;19371;0;2;38;0
CLI56493;I;TIPO7;FUEL 2;Alta;A;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2.4;1829;14973;0;2;42;0
CLI56518;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;No;NO;2.4;1829;12788;1;2;45;6
CLI56526;I;TIPO7;FUEL 2;Alta;A;Contado;CASADO;M;Empresa;Lugo;NO;NO;NO;Alto;SI;No;SI;2.29;2743;61340;1;2;57;6
CLI56538;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Las Palmas;SI;NO;NO;Medio;SI;No;NO;2.34;2727;18750;0;2;59;0
CLI56544;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia leve;NO;2.33;4090;44421;0;2;37;0
CLI56614;I;TIPO7;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Albacete;SI;NO;NO;Medio-Bajo;SI;No;NO;2.06;4090;32493;1;2;37;6
CLI57004;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Gerona;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2.62;1829;25736;0;1;50;0
CLI57015;I;TIPO7;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Navarra;SI;NO;NO;Alto;SI;No;NO;2.45;3571;14694;1;1;40;8
CLI57016;I;TIPO7;FUEL 1;Alta;A;Financiera Marca;SOLTERO;M;Empresa;Vizcaya;SI;NO;NO;Medio;SI;No;SI;2.48;2727;14329;0;2;42;0
CLI57196;E;TIPO2;FUEL 1;Media;M;Financiera Marca;SOLTERO;F;Empresa;Murcia;SI;NO;NO;Medio-Bajo;SI;No;NO;8.95;2713;4122;1;7;38;5
CLI57224;E;TIPO2;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Sevilla;NO;NO;NO;Medio;SI;Averia muy grave;SI;8.92;1202;24910;0;9;38;0
